job_title,employee_residence,company_location,experience_level,employment_type,salary_in_usd,salary_log1p
Machine Learning Engineer,US,US,SE,FT,225400,12.325636317135203
Data Analyst,US,US,EN,FT,97000,11.48247656671073
Data Engineer,IN,IN,SE,CT,40576,10.610956682603621
Analyst,US,US,SE,FT,141400,11.859355104555387
Data Engineer,US,US,SE,FT,97500,11.487617913343598
Data Analyst,IE,IE,MI,FT,108888,11.598084293718179
Data Architect,US,US,SE,FT,272000,12.513561021741964
Data Analyst,US,US,EN,FT,85256,11.353425503211755
Data Engineer,US,US,SE,FT,322875,12.685023627567174
Analyst,US,US,EN,FT,86600,11.369066641827967
Data Analyst,US,US,MI,FT,110000,11.608244735642321
Business Intelligence Analyst,US,US,MI,FT,76900,11.250274159310356
Applied Scientist,CA,CA,MI,FT,148700,11.909692857375196
Applied Scientist,US,US,SE,FT,136800,11.82628259408539
Software Engineer,US,US,SE,FT,84600,11.345701365855424
Manager,US,US,SE,FT,125300,11.738474121698282
Data Analyst,US,US,EN,FT,120000,11.695255355062795
Research Engineer,US,US,SE,FT,220000,12.301387370778713
Data Quality Lead,US,US,SE,FT,86850,11.371949285707743
Machine Learning Engineer,US,US,SE,FT,105000,11.561725152903833
Machine Learning Engineer,US,US,SE,FT,160700,11.9873007744816
Solution Architect,US,US,SE,FT,124000,11.728044909070785
Engineer,US,US,MI,FT,126000,11.744045122410057
Analytics Engineer,US,US,SE,FT,267000,12.495007682693725
Associate,US,US,SE,FT,120750,11.701485853054026
Data Analyst,US,US,SE,FT,150075,11.918897111432843
Product Designer,US,US,SE,FT,260000,12.468440756144114
Data Scientist,US,US,SE,FT,193300,12.172003838488783
Data Engineer,CA,CA,SE,FT,170000,12.04355959836804
Data Engineer,US,US,MI,FT,116106,11.662267458719432
DevOps Engineer,US,US,SE,FT,110000,11.608244735642321
Data Scientist,US,US,MI,FT,96000,11.472113887062386
Data Analyst,US,US,EN,FT,72280,11.188316579696238
Software Engineer,US,US,SE,FT,132918,11.79749519911793
Product Manager,US,US,SE,FT,251600,12.435599778363322
Applied Scientist,US,US,MI,FT,136000,11.820417517632333
Data Scientist,US,US,SE,FT,213900,12.273268570141383
Data Architect,US,US,SE,FT,130000,11.775297421715827
Data Analyst,US,US,SE,FT,106700,11.577785809317154
Artificial Intelligence Engineer,US,US,MI,FT,54000,10.896757843893464
Data Scientist,US,US,SE,FT,165800,12.01854355302823
Machine Learning Engineer,CA,CA,SE,FT,151100,11.925703766372617
Research Engineer,US,US,SE,FT,160000,11.982935344196433
Research Engineer,US,US,MI,FT,64000,11.06665398721974
Product Manager,US,US,SE,FT,231550,12.35255543062123
Data Lead,US,US,SE,FT,198000,12.19602736016897
Data Scientist,US,US,MI,FT,170100,12.04414765726144
Software Developer,US,US,SE,FT,74000,11.211833885608513
Research Engineer,US,US,MI,FT,160000,11.982935344196433
Data Architect,US,US,SE,FT,230000,12.345838935721968
Product Manager,US,US,SE,FT,115800,11.659628479662329
Data Analyst,US,US,EN,FT,88000,11.385103457032141
Manager,GB,GB,SE,FT,117950,11.678024562968597
Data Scientist,US,US,MI,FT,243800,12.40410759774362
